<phenotype>								
taxa	data	data	data	data	data	data	data	data
Taxa	PH	EH	SHL	ASI	LAZY	KRN	KWT	albino
387-9	194.17	107.08	19.05	-0.75	0	11.42	3.83	0
387-10	187.92	99.58	13.76	-1	0	11.58	2.97	0
387-11	182.92	91.25	12.28	-0.5	0	14.67	3.69	0
387-12	216.67	137.08	15.66	0.25	0	13.33	3.56	0
387-13	192.78	103.33	22.44	-0.33	0	12.44	4.14	0
387-14	211.25	115	14.82	-1	0	11	3.39	0
404-15	192.08	89.17	20.74	-0.5	0	13.33	3.79	0
387-16	190.83	97.5	12.7	-2	0	12.92	3.6	0
404-12	169.17	83.75	16.09	-2.5	0	17.25	3.8	0
387-19	213.33	115.56	16.51	0	0	12.67	3.28	0
404-16	195	100.56	15.66	-1.33	0	12	3.94	0
387-21	176.67	95.56	16.93	0.67	0	12.67	3	0
387-22	200.83	101.67	15.24	-0.75	0	11.17	3.82	0
387-23	220.83	122.5	6.01	-1.75	0	10.5	3.47	0
404-6	183.33	100.55	11.01	-0.33	0	14.67	3.18	0
387-25	174.45	90.55	14.39	-0.33	0	13.89	3.16	0
387-26	213.33	118.96	18.63	0	0	11.67	3.39	0
387-27	205	116.25	10.58	-1	0	9.33	3.65	0
388-1	207.92	112.08	22.44	-0.75	0	9.67	3.48	0
388-2	183.33	96.25	14.82	0.75	0	11.33	2.76	0
388-3	207.92	112.5	14.39	-0.5	0	11.83	3.74	0
388-4	189.17	104.58	14.39	-0.25	0	10.92	2.83	0
404-14	201.67	100	12.7	0	0	11.25	3.81	0
388-6	202.92	100.42	19.47	-0.75	0	10.83	4.12	0
404-3	220	125.55	17.36	1	0	12.44	4	0
388-8	201.25	101.25	19.9	1	0	11.17	3.38	0
388-9	156.67	76.67	15.66	-0.75	0	14.92	3.09	0
388-10	173.33	100.83	13.97	-2.25	0	11.08	3.69	0
388-11	213.75	110.42	15.66	-1	0	12.17	3.85	0
388-12	198.75	106.25	13.12	-0.5	0	13.5	3.33	0
388-13	200.83	101.25	13.97	-1.25	0	11.83	4.09	0
388-14	180	81.67	32.6	-0.33	0	15.44	4.31	0
388-15	189.17	110	17.36	-1.75	0	11.67	3.36	0
388-16	201.67	138.33	13.12	0.5	0	11.83	2.9	0
388-17	204.17	115.83	15.66	0.5	0	11.33	3.83	0
389-1	181.67	97.08	15.66	-0.75	0	13.33	4.04	0
389-2	202.08	122.92	11.85	-1	0	11.17	3.38	0
389-3	180	96.67	16.51	-2	0	16.83	3.28	0
389-4	164.58	86.25	18.2	-0.5	0	12.33	4.28	0
389-5	185.83	115	9.31	-0.25	0	12.67	3.15	0
389-6	184.17	91.67	19.47	-0.75	0	14.58	2.81	0
404-9	185.42	87.5	20.74	-0.25	0	15.5	3.91	0
389-8	178.33	86.67	9.74	-1	0	13.67	3.82	0
404-7	229.17	113.75	17.78	-1.5	0	13	4.41	0
389-11	184.58	120	17.78	-0.5	0	10.33	2.92	0
389-12	204.44	99.44	17.78	-0.33	0	11.44	3.9	0
389-13	204.58	122.92	11.85	-0.75	0	11.33	3.28	0
389-14	188.33	100.83	16.51	-0.25	0	11.17	4.12	0
389-15	200	106.67	17.36	0.25	0	10.92	3.87	0
405-4	175	97.92	14.82	-0.75	0	14.67	3.47	0
405-14	211.25	119.58	16.51	-0.5	0	11.25	3.51	0
389-18	178.89	93.33	21.59	0	0	12.11	3.81	0
389-19	184.58	97.5	16.09	0	0	12.5	3.97	23.34
389-20	182.08	97.5	14.82	-1	0	13.83	3.83	0
389-21	191.25	111.67	15.66	-1	0	12.67	3.31	0
405-10	206.67	127.5	16.93	0	0	11.33	3.55	0
390-1	188.33	101.67	27.52	-2	0	10.71	4.19	0
390-3	169.58	95	19.05	-1	0	14	3.89	0
390-4	208.54	132.71	19.47	0	0	10.5	3.22	0
390-6	172.08	92.5	13.12	-1	0	14.17	3.2	0
390-7	186.67	117.92	9.31	0.25	0	11	3.29	0
390-9	180	95.55	12.7	0	0	10.44	3.39	0
390-10	185.83	114.58	16.51	-0.25	0	14.67	2.95	0
390-11	192.22	131.11	11.01	0	0	9.56	3.73	0
390-12	191.25	112.08	12.28	-1.25	0	12	3.14	0
390-13	195.42	88.75	18.2	-1	0	14.42	3.58	0
390-14	186.67	97.22	13.97	-0.33	0	14.67	3.99	0
390-15	195	93.33	14.82	-1.25	0	12.42	4.32	0
390-16	196.67	106.25	16.93	-1	0	12.83	4.06	0
391-1	205	116.25	11.85	-0.25	0	8.83	2.94	0
391-2	213.33	124.17	33.02	-1.75	0	12.5	3.95	0
391-3	175	84.58	19.05	-0.5	0	15.17	3.16	0
405-3	188.75	108.75	19.05	-1.25	0	11.33	4.07	0
391-5	190.83	112.92	15.66	-0.5	0	13.5	3.4	0
405-15	197.29	106.67	22.86	-0.5	0	12.83	4.01	0
391-7	189.17	95.42	15.24	-1.5	0	13.17	3.81	0
391-8	199.58	99.58	16.51	-0.75	0	11	2.98	0
391-9	187.92	106.67	16.09	-1.5	0	14.17	3.75	0
391-10	206.67	126.25	15.66	-1	0	10.67	3.6	0
391-11	201.25	102.92	16.09	-1	0	10.42	3.71	0
391-12	217.92	122.5	10.16	0	0	12.08	3.21	0
391-13	211.25	109.17	23.71	-0.5	0	14.17	3.47	0
391-15	216.11	122.78	15.24	-1.67	0	13.78	3.19	0
395-27	172.08	103.33	15.66	-0.75	0	14.5	3.68	0
391-18	179.17	97.08	23.28	-2	0	10.17	3.22	0
391-19	192.92	105	19.47	-0.75	0	11.67	3.4	0
391-20	187.5	100.83	13.12	-1.5	0	11.83	2.81	0
391-21	191.67	101.25	13.12	-0.75	0	10.08	3.26	0
391-22	200	118.89	24.55	-2.5	0	12.08	3.28	0
405-7	172.22	98.89	17.36	-0.67	0	13.11	3.56	0
391-24	217.5	132.5	11.85	-1.25	0	10.33	2.95	0
391-25	183.75	115.42	19.9	-1	0	13.42	3.04	0
392-1	198.33	106.67	24.98	-1.5	0	13.33	3.36	0
392-4	175.42	100.42	18.63	-0.5	0	11.75	3.83	0
392-5	165.56	102.78	15.24	0	0	11	3	0
392-6	188.75	112.92	22.01	-0.5	0	11.33	3.55	0
405-9	178.33	87.08	19.05	-1.5	0	13	4.54	0
392-8	208.33	105.42	22.01	0	0	13.83	3.95	0
392-9	191.67	100	17.78	-1.25	0	11.25	3.43	0
392-10	189.59	103.75	13.97	-0.5	0	10.5	2.91	0
392-11	195	117.78	16.51	-1	0	9.56	3.44	0
392-12	178.33	98.33	27.52	-0.25	0	13.83	3.99	0
392-13	176.25	87.92	15.66	-1.5	0	11.83	3.66	0
406-10	216.25	119.17	19.9	-1	0	14	3.54	0
392-15	185.83	79.58	29.21	-1.25	0	10.75	3.48	0
392-16	232.22	137.78	19.47	-1	0	16.67	3.42	0
392-17	198.75	100.83	24.98	-0.75	0	10	3.93	0
392-18	178.75	84.58	17.78	-0.75	0	8.58	3.52	0
392-19	187.5	98.33	16.93	-2.25	0	13.92	3.62	0
392-20	191.67	98.75	13.97	-2.75	0	11.17	3.82	0
406-8	167.22	90	13.97	-1	0	13.33	3.75	0
392-22	208.33	121.67	19.9	1	0	14	3.34	0
392-23	176.67	94.17	17.78	-0.25	0	12.92	2.39	0
392-24	220	122.5	21.17	-0.67	0	14.58	3.12	0
392-25	175.83	74.59	22.01	-0.25	0	13.75	4.05	0
392-26	221.67	130.42	19.05	-0.75	0	13.17	3.6	0
392-27	173.33	92.92	13.12	-1.5	0	14	2.88	0
406-7	192.5	102.91	21.17	-0.25	0	14.17	3.52	0
406-5	175.83	73.33	27.94	-0.25	0	12.67	3.57	0
406-4	193.75	96.67	17.36	-0.5	0	13	4.42	0
406-12	190.83	108.33	13.97	-1	0	13.83	3.7	0
393-1	201.67	114.45	13.97	-0.33	0	12.67	4.26	0
393-2	175.42	101.25	18.2	-0.5	0	12.17	4.26	0
393-3	178.89	97.78	11.01	1	0	9.56	3.78	0
393-4	185.83	96.67	22.01	-0.75	0	12.92	4.07	0
393-5	185	97.08	13.12	-1.25	0	9.79	2.46	0
406-9	183.33	100	13.97	-0.25	0	14.42	4.27	0
393-7	163.75	84.17	17.78	-0.75	0	14.33	4.38	0
393-8	205.83	116.25	11.01	-0.5	0	11.33	3.41	0
393-9	204.17	105.83	14.82	-0.5	0	11	3.53	0
393-10	203.89	117.22	17.36	-0.67	0	12.22	3.15	0
393-11	169.16	90	16.51	0.25	0	9.5	3.23	0
393-12	190.42	108.33	16.93	-1.5	0	11.33	2.6	0
393-13	173.42	100.83	17.36	-1.5	0	9.17	2.89	0
393-14	210	121.11	19.47	0.33	0	10	4.08	0
393-15	213.75	123.75	11.85	-1	0	11.17	3.86	0
393-16	183.75	105	13.97	-0.75	0	12.67	4.07	0
393-17	187.22	97.78	16.09	0	0	15.11	3.53	0
393-18	200.83	122.92	16.09	-0.75	0	11.67	3.56	0
393-19	197.08	112.08	15.24	-0.5	0	10.92	3.78	0
393-20	210.84	126.25	15.24	-0.75	0	10.5	3.79	0
393-21	220	131.25	19.05	-0.25	0	13.67	3.56	0
393-22	208.75	86.25	16.51	-0.75	0	13.58	5.19	52.5
407-16	207.5	117.08	22.01	0.25	0	10.5	3.27	0
393-25	178.75	105.42	13.55	-0.75	0	13.25	3.56	0
394-1	182.08	97.5	13.12	-0.5	0	12.67	3.39	0
394-2	190	101.25	18.63	-1	0	14.25	3.59	0
394-4	200	115.42	13.97	-0.5	0	12.42	3.9	0
394-5	187.08	95.42	11.85	-0.25	0	11.17	2.61	0
394-6	162.92	84.58	21.17	0	0	12.92	4.72	0
394-7	179.58	93.33	18.63	-0.25	0	11.42	3.74	0
394-8	202.92	121.67	11.01	-0.75	0	10.42	3.01	0
394-9	208.75	115	16.09	-0.25	0	14.25	4.97	0
394-10	192.92	117.08	14.39	-0.25	0	17.83	3.39	0
394-11	185	90.42	15.66	-1.75	0	13.83	4.33	0
394-12	165.83	91.25	11.85	0.5	0	10.75	2.97	0
394-13	210.83	122.5	16.93	-0.5	0	15.17	3.18	0
394-14	226.46	133.12	15.66	0	0	12.44	3.51	0
394-15	194.17	107.92	14.39	0	0	12.75	3.7	0
394-16	195.42	115.83	14.82	-0.75	0	10.58	3.31	0
407-18	212.5	124.17	21.17	-1.5	0	10.25	4.33	0
394-18	202.22	109.44	17.36	-0.33	0	12.22	2.94	0
394-19	201.25	94.17	12.28	-0.75	0	12.5	3.09	0
394-20	218.75	122.5	13.55	0	0	12.33	4.5	0
394-21	213.33	123.89	20.32	1	0	13.11	3.67	0
407-1	185.42	101.25	14.39	-0.75	0	15.17	3.72	0
394-23	217.92	135	29.21	-0.75	0	9.83	3.71	0
394-25	193.33	125.83	14.39	1	0	9.33	2.93	0
407-7	184.17	90.83	13.97	-0.75	0	12.75	3.43	0
394-27	172.29	80.21	16.51	-0.33	0	15.33	3.19	0
394-28	170.83	91.25	27.52	0	0	9.42	4.21	0
394-29	194.17	103.75	14.82	-0.5	0	11.75	3.89	0
394-30	190.83	121.25	11.43	-0.75	20	12.75	3.71	0
394-31	215.83	121.04	34.29	-1.25	0	12.83	3.46	0
394-32	211.67	110	23.71	-0.5	0	13.42	4.25	0
394-33	181.67	108.75	15.66	-1.25	0	13.25	3.54	0
407-11	209.58	111.25	15.66	-2	0	14.33	3.31	0
407-14	207.92	115.42	13.97	-1.25	0	11.17	4.5	0
407-6	192.92	102.92	15.24	-0.25	0	12.33	4.48	0
407-20	187.92	107.08	13.55	0.25	0	13.75	3.36	0
407-15	191.67	97.09	16.09	-1	0	17	3.56	0
395−3	179.17	108.33	13.97	-0.5	0	10.08	2.8	0
408-10	192.5	88.75	15.24	-1.5	0	13	3.66	0
408-11	232.08	138.75	16.93	-0.75	0	12.42	3.62	0
408-9	182.08	112.5	27.09	-0.25	0	14.33	3.32	0
408-5	170.83	87.08	11.85	-0.5	0	12.67	3.09	0
408-3	199.58	118.33	14.39	-0.25	0	11.33	4.09	0
